genes	predicted_functions
kif3c	uberon_0002103:1.07324181036
ticam1	uberon_0002103:1.73409986696
nlrc3	uberon_0002103:0.187756915898
st6galnac5	uberon_0002103:0.150205532719
vax2	uberon_0002103:0.0825365393326
vax1	uberon_0002103:19.2309996457
arhgef9	uberon_0002103:0.033837309086
arhgef6	uberon_0002103:1.49384526801
arhgef7	uberon_0002103:0.00503299483114
atg16l2	uberon_0002103:0.112654149539
gk2	uberon_0002103:0.976335962671
gk5	uberon_0002103:0.525719364515
arhgef3	uberon_0002103:3.89061318411
arhgef1	uberon_0002103:0.669798057722
psmg4	uberon_0002103:0.0375513831796
mttp	uberon_0002103:0.638373514054
fat2	uberon_0002103:6.9893799878
psmg1	uberon_0002103:0.600822130874
psmg3	uberon_0002103:0.300411065437
slc1a4	uberon_0002103:0.0375513831796
slc1a5	uberon_0002103:0.0375513831796
slc1a6	uberon_0002103:0.0825365393326
slc1a7	uberon_0002103:0.0751027663593
olfr1447	uberon_0002103:19.3765137207
malt1	uberon_0002103:0.0139098178266
slc1a3	uberon_0002103:2.77051086625
smc1a	uberon_0002103:2.33450896135
2410003k15rik	uberon_0002103:0.187756915898
smc1b	uberon_0002103:2.19804448242
uprt	uberon_0002103:0.257492167059
clcn3	uberon_0002103:3.6111386445
clcn2	uberon_0002103:0.091576947656
clcn1	uberon_0002103:0.189123235117
ppp1r12c	uberon_0002103:1.27674702811
clcn7	uberon_0002103:48.9256599146
sccpdh	uberon_0002103:11.6718395523
clcn5	uberon_0002103:5.32734243642
nek11	uberon_0002103:0.0375513831796
nob1	uberon_0002103:2.47839128986
pramel3	uberon_0002103:0.0375513831796
rgsc776	uberon_0002103:0.225308299078
del(16es2el-sept5)3bld	uberon_0002103:0.0375513831796
ikzf5	uberon_0002103:0.337962448617
rasal2	uberon_0002103:1.01388734585
tg(krt2-9)1grog	uberon_0002103:0.751027663593
olfr1444	uberon_0002103:19.3765137207
ikzf1	uberon_0002103:28.0442302432
clint1	uberon_0002103:0.713476280413
nln	uberon_0002103:11.3901915238
kcnh5	uberon_0002103:0.0751027663593
errfi1	uberon_0002103:28.5016593441
ottmusg00000007431	uberon_0002103:0.112654149539
kcnh6	uberon_0002103:0.187756915898
kcnh1	uberon_0002103:0.112654149539
kcnh3	uberon_0002103:0.450616598156
kcnh2	uberon_0002103:0.000573559393618
tmsb4x	uberon_0002103:13.5660870775
tbc1d14	uberon_0002103:0.225308299078
gulo	uberon_0002103:20.0894603151
hxl2	uberon_0002103:0.113365475906
candy4	uberon_0002103:0.187756915898
candy3	uberon_0002103:0.187756915898
candy2	uberon_0002103:0.187756915898
slain2	uberon_0002103:0.0375513831796
gpc5	uberon_0002103:20.1734404801
tuba3a	uberon_0002103:0.0919352920544
raet1a	uberon_0002103:0.112654149539
sel1l	uberon_0002103:0.512328924241
ccdc53	uberon_0002103:0.300411065437
olfr142	uberon_0002103:0.375513831796
flot2	uberon_0002103:0.833990443594
unc119b	uberon_0002103:0.0751027663593
ccdc59	uberon_0002103:0.0375513831796
tbc1d15	uberon_0002103:0.0751027663593
igkc	uberon_0002103:0.0375513831796
c5ar2	uberon_0002103:0.112654149539
wrb	uberon_0002103:0.150205532719
dym	uberon_0002103:73.5197157992
xmo6	uberon_0002103:0.751027663593
tk2	uberon_0002103:7.07853817659
arhgef38	uberon_0002103:0.0751027663593
xmo2	uberon_0002103:0.751027663593
tk1	uberon_0002103:0.985358976091
atp6v1b1	uberon_0002103:0.0284281584317
atp6v1b2	uberon_0002103:0.000380433537433
ssbp4	uberon_0002103:0.0751027663593
actr5	uberon_0002103:0.901233196312
ssb	uberon_0002103:5.78291300967
ndufab1	uberon_0002103:0.957378186807
stard13	uberon_0002103:0.0108239260946
agpat5	uberon_0002103:0.88187882796
slc2a9	uberon_0002103:0.788579046773
slc2a8	uberon_0002103:0.587733122745
slc2a7	uberon_0002103:0.0751027663593
rgsc103	uberon_0002103:0.600822130874
slc2a5	uberon_0002103:0.0825365393326
tg(serpina1*e342k)#slcw	uberon_0002103:0.413065214976
slc2a3	uberon_0002103:6.15079686422
slc2a2	uberon_0002103:8.33990443594
slc2a1	uberon_0002103:0.600244815962
actr2	uberon_0002103:0.0379291197468
bard1	uberon_0002103:1.53441615548
wwox	uberon_0002103:46.6890110671
tg(scgb1a1-il17a)3cdon	uberon_0002103:0.112654149539
crim1	uberon_0002103:1.66798088719
olfr1381	uberon_0002103:19.3765137207
stim1	uberon_0002103:0.0215156181229
stim2	uberon_0002103:0.300411065437
rgsc190	uberon_0002103:3.45472725253
1700080o16rik	uberon_0002103:0.187756915898
morc3	uberon_0002103:0.0375513831796
rgsc63	uberon_0002103:0.713476280413
pcdhb7	uberon_0002103:0.0375513831796
lsm10	uberon_0002103:1.57306433105
akp3	uberon_0002103:1.01388734585
krtap13	uberon_0002103:0.0375513831796
kel	uberon_0002103:0.225308299078
krtap14	uberon_0002103:0.112654149539
tg(cd4-hiv)f21407pjo	uberon_0002103:0.187756915898
b4galt3	uberon_0002103:1.05143872903
b4galt2	uberon_0002103:1.38940117765
b4galt5	uberon_0002103:0.638373514054
b4galt4	uberon_0002103:0.901233196312
b4galt7	uberon_0002103:18.6410014409
b4galt6	uberon_0002103:0.563270747695
cd101	uberon_0002103:0.375513831796
bex4	uberon_0002103:0.0375513831796
b2b1297clo	uberon_0002103:0.0751027663593
usp13	uberon_0002103:1.03853158328
cst10	uberon_0002103:246.971573206
cst11	uberon_0002103:0.525719364515
cst12	uberon_0002103:0.262859682258
cst13	uberon_0002103:0.0375513831796
cept1	uberon_0002103:0.0565420618919
h2-q10	uberon_0002103:2.51594267304
tg(rb1)1blg	uberon_0002103:0.0375513831796
edc3	uberon_0002103:0.600822130874
ovca2	uberon_0002103:0.0375513831796
ces5a	uberon_0002103:0.0751027663593
edc4	uberon_0002103:0.450616598156
2310001h18rik	uberon_0002103:0.0375513831796
fiz1	uberon_0002103:0.0375513831796
troap	uberon_0002103:0.337962448617
smg5	uberon_0002103:1.91702208095
fmo2	uberon_0002103:0.0375513831796
smg7	uberon_0002103:1.84769906012
smg6	uberon_0002103:2.16140324986
smg1	uberon_0002103:25.4980164557
tg(myh6-myoz2*s48p)114ajm	uberon_0002103:0.0751027663593
fmo3	uberon_0002103:0.300411065437
arf3	uberon_0002103:0.901974118564
comp	uberon_0002103:225.158453021
arf1	uberon_0002103:0.0254732343386
col1a1	uberon_0002103:636.889781812
rgsc990	uberon_0002103:0.525719364515
comt	uberon_0002103:1.52423609057
arf5	uberon_0002103:0.0231308629172
arf4	uberon_0002103:0.29631447303
tg(teto-mcpt1)1mrab	uberon_0002103:0.0375513831796
dbsty2	uberon_0002103:1.35184979447
asb13	uberon_0002103:3.51379241886
vcam1	uberon_0002103:50.6797075163
klk9	uberon_0002103:0.0375513831796
chmp3	uberon_0002103:0.331514531035
allc	uberon_0002103:0.300411065437
chmp7	uberon_0002103:0.0231308629172
chmp6	uberon_0002103:0.109135705074
chmp5	uberon_0002103:0.033837309086
b2b2187.2clo	uberon_0002103:0.0751027663593
plekhj1	uberon_0002103:6.9893799878
arpc2	uberon_0002103:2.44157541772
fmo5	uberon_0002103:0.375513831796
rnase4	uberon_0002103:0.0375513831796
gm10126	uberon_0002103:7.04755977327
pgap3	uberon_0002103:0.0751027663593
nt5c1b	uberon_0002103:3.60493278525
nt5c1a	uberon_0002103:3.60493278525
fbf1	uberon_0002103:0.0350124022373
bb287469	uberon_0002103:1.64128858068
pdcl	uberon_0002103:3.15431618709
capza3	uberon_0002103:2.25308299078
wrnip1	uberon_0002103:0.375513831796
capza1	uberon_0002103:1.23919564493
olfr1247	uberon_0002103:19.3765137207
olfr1240	uberon_0002103:19.3765137207
olfr1241	uberon_0002103:19.3765137207
olfr1242	uberon_0002103:19.3765137207
olfr1243	uberon_0002103:19.3765137207
ubiad1	uberon_0002103:0.375513831796
extl1	uberon_0002103:0.0375513831796
extl2	uberon_0002103:0.0375513831796
extl3	uberon_0002103:8.17359689964
olfr1248	uberon_0002103:19.3765137207
trio	uberon_0002103:0.449326539052
polg	uberon_0002103:22.6215270777
poo	uberon_0002103:0.375513831796
pol	uberon_0002103:0.338615915348
atp11c	uberon_0002103:1.03853158328
polb	uberon_0002103:0.0020662577746
htatsf1	uberon_0002103:0.300411065437
col3a1	uberon_0002103:93.1609535636
dzank1	uberon_0002103:0.0375513831796
map1b	uberon_0002103:0.0176077287146
polm	uberon_0002103:1.16409287857
poll	uberon_0002103:1.31429841129
polk	uberon_0002103:3.37962448617
poli	uberon_0002103:0.762118045285
nus1	uberon_0002103:0.788579046773
olfr963	uberon_0002103:0.375513831796
olfr961	uberon_0002103:0.375513831796
olfr960	uberon_0002103:0.375513831796
olfr967	uberon_0002103:0.525719364515
zwint	uberon_0002103:3.60493278525
olfr969	uberon_0002103:0.375513831796
olfr968	uberon_0002103:0.375513831796
spred1	uberon_0002103:0.976990041059
spred2	uberon_0002103:11.4801039764
spred3	uberon_0002103:4.80774991142
tmem176a	uberon_0002103:0.0375513831796
tmem176b	uberon_0002103:1.76491500944
elovl3	uberon_0002103:0.638373514054
tg(blg-stat5a)15itb	uberon_0002103:0.0375513831796
fatq1	uberon_0002103:1.35184979447
tmem90b	uberon_0002103:0.0375513831796
tmem90a	uberon_0002103:0.0375513831796
zfpm1	uberon_0002103:8.30825266621
tg(fabp4-ccl2)byt	uberon_0002103:0.187756915898
stat6	uberon_0002103:61.3225013356
cox19	uberon_0002103:0.563270747695
epc2	uberon_0002103:0.211209939135
tg(wap-tag)12gmn	uberon_0002103:0.337962448617
epc1	uberon_0002103:0.306280528759
scaf4	uberon_0002103:0.300411065437
olfr1424	uberon_0002103:19.3765137207
dennd5a	uberon_0002103:0.0375513831796
tg(pmch-atxn3*)3rck	uberon_0002103:0.0375513831796
q5f2a1_mouse	uberon_0002103:0.112654149539
tstd1	uberon_0002103:0.0375513831796
tstd2	uberon_0002103:0.112654149539
tcf19	uberon_0002103:0.300411065437
tg(rp23-291p1)1flp	uberon_0002103:0.225308299078
asc2	uberon_0002103:0.675924897234
gcnt4	uberon_0002103:0.788579046773
gcnt7	uberon_0002103:0.0375513831796
izumo3	uberon_0002103:0.112654149539
gcnt1	uberon_0002103:0.422991486392
gcnt3	uberon_0002103:0.788579046773
gcnt2	uberon_0002103:0.450616598156
vmn2r3	uberon_0002103:0.262859682258
cask	uberon_0002103:55.5960910351
aod4	uberon_0002103:0.638373514054
cast	uberon_0002103:21.0827545131
mp53d2	uberon_0002103:0.112654149539
aod3	uberon_0002103:0.300411065437
rvm	uberon_0002103:0.300411065437
fam203a	uberon_0002103:0.262859682258
nap1l2	uberon_0002103:0.375513831796
tg(thy1-snca)1sud	uberon_0002103:41.9362799268
tal44h	uberon_0002103:0.0375513831796
sox18	uberon_0002103:0.225308299078
tyrp1	uberon_0002103:3.6111386445
nap1l3	uberon_0002103:0.300411065437
bc005561	uberon_0002103:2.85390512165
vesp	uberon_0002103:41.9362799268
sox10	uberon_0002103:81.7317484941
tg(teto-disc1*)1001plet	uberon_0002103:0.0751027663593
acsf2	uberon_0002103:0.788438370711
cpt2	uberon_0002103:0.788579046773
rps6kb1	uberon_0002103:43.6113202342
sox15	uberon_0002103:0.262859682258
sox17	uberon_0002103:33.1144291164
atp6v0a4	uberon_0002103:0.0368755224695
atp6v0a1	uberon_0002103:0.00798336016577
atp6v0a2	uberon_0002103:0.310758407222
tg(teto-snca)7vle	uberon_0002103:0.638373514054
snx31	uberon_0002103:0.0751027663593
snx30	uberon_0002103:0.337962448617
wee1	uberon_0002103:0.00752383174246
gzmk	uberon_0002103:0.0751027663593
cdc40	uberon_0002103:6.53339460687
numbl	uberon_0002103:0.536643174781
fmn1	uberon_0002103:128.621355535
wdyhv1	uberon_0002103:0.0375513831796
zbtb7a	uberon_0002103:0.00399168008288
magea2	uberon_0002103:0.187756915898
phyh	uberon_0002103:0.300411065437
zbtb7b	uberon_0002103:0.338615915348
2210010c04rik	uberon_0002103:0.167809765056
islr	uberon_0002103:11.3846326731
olfr1101	uberon_0002103:19.3765137207
gm6851	uberon_0002103:0.0375513831796
cnmd	uberon_0002103:0.0751027663593
hspb3	uberon_0002103:12.9244447223
prr7	uberon_0002103:0.0751027663593
daam1	uberon_0002103:1.8609938115
prcp	uberon_0002103:1.46450394401
tnip3	uberon_0002103:0.0375513831796
aasdhppt	uberon_0002103:0.187756915898
tg(cag-bgeo,-hras1,-egfp)#ichi	uberon_0002103:0.0751027663593
b3gnt4	uberon_0002103:1.12654149539
wnt9a	uberon_0002103:295.845929549
pth2r	uberon_0002103:11.1052512943
pars2	uberon_0002103:1.16409287857
rspo1	uberon_0002103:9.05129696963
ddx39b	uberon_0002103:3.83024108432
smarca5	uberon_0002103:0.27252829114
b3gnt7	uberon_0002103:0.675924897234
ncam2	uberon_0002103:1.66798088719
olfr788	uberon_0002103:19.3765137207
olfr787	uberon_0002103:0.375513831796
olfr786	uberon_0002103:19.3765137207
minpp1	uberon_0002103:0.0919352920544
il18bp	uberon_0002103:0.000190216768717
olfr1109	uberon_0002103:0.375513831796
olfr781	uberon_0002103:0.375513831796
olfr780	uberon_0002103:19.3765137207
cyp1a1	uberon_0002103:0.172124944983
cyp1a2	uberon_0002103:0.825365393326
rasip1	uberon_0002103:0.033837309086
jmjd7	uberon_0002103:1.95177205686
tg(ela1-myc)160bri	uberon_0002103:0.0751027663593
isl2	uberon_0002103:2.31982944142
b3gnt3	uberon_0002103:1.16409287857
crhbp	uberon_0002103:0.150205532719
scamp1	uberon_0002103:0.0375513831796
plch2	uberon_0002103:1.07328634956
plch1	uberon_0002103:1.07328634956
ubtfl1	uberon_0002103:4.80774991142
tg(bglap-ptn)1thg	uberon_0002103:24.667728898
lrp2bp	uberon_0002103:0.525719364515
defb42	uberon_0002103:0.225308299078
xpo1	uberon_0002103:1.70624025827
kif13a	uberon_0002103:1.62918325479
pcolce2	uberon_0002103:34.9837978555
nd	uberon_0002103:0.225308299078
armc3	uberon_0002103:0.0375513831796
10090.ensmusp00000080608	uberon_0002103:3.78917374795
nudt12	uberon_0002103:0.211209939135
nudt13	uberon_0002103:0.0375513831796
nudt10	uberon_0002103:0.112654149539
nudt11	uberon_0002103:0.112654149539
nudt16	uberon_0002103:1.16409287857
nudt17	uberon_0002103:0.112654149539
nudt14	uberon_0002103:0.112654149539
nudt15	uberon_0002103:0.150205532719
cox5a	uberon_0002103:1.171422772
0610010k14rik	uberon_0002103:1.12654149539
b9d2	uberon_0002103:2.0306158556
b9d1	uberon_0002103:1.02465784848
gabpb2	uberon_0002103:1.30365012581
gabpb1	uberon_0002103:0.0313130958087
rtn4	uberon_0002103:0.938784579491
cmpk1	uberon_0002103:2.36573714032
cmpk2	uberon_0002103:0.422419878271
adgre1	uberon_0002103:0.0592374867663
rtn1	uberon_0002103:0.300411065437
rtn2	uberon_0002103:0.488167981335
rtn3	uberon_0002103:0.187756915898
tg(pax6)77ndha	uberon_0002103:0.0375513831796
olfr1323	uberon_0002103:0.375513831796
dmrtb1	uberon_0002103:1.95267192534
efemp1	uberon_0002103:2.07706316655
10090.ensmusp00000100863	uberon_0002103:0.0751027663593
det1	uberon_0002103:0.337962448617
eif4b	uberon_0002103:0.454772471195
htr5a	uberon_0002103:0.0254703252511
htr5b	uberon_0002103:0.00399168008288
pigt	uberon_0002103:1.29687106137
arhgef17	uberon_0002103:0.115064570666
rab11fip2	uberon_0002103:0.525719364515
dhrs11	uberon_0002103:0.0751027663593
dhrs13	uberon_0002103:0.00251649741557
ptcd1	uberon_0002103:0.150205532719
kctd10	uberon_0002103:0.600822130874
cyp2a5	uberon_0002103:0.00172067818085
cyp2a4	uberon_0002103:0.00172067818085
smarcad1	uberon_0002103:2.00939417317
wbp2	uberon_0002103:1.38940117765
wbp1	uberon_0002103:0.0375513831796
mlst8	uberon_0002103:5.46507972593
wbp4	uberon_0002103:5.44495056105
e2f7	uberon_0002103:0.225308299078
wwtr1	uberon_0002103:11.033037582
nt	uberon_0002103:0.150205532719
olfr948	uberon_0002103:0.375513831796
rbsn	uberon_0002103:0.13767280937
prpf4b	uberon_0002103:0.262859682258
nsdhl	uberon_0002103:12.5834229995
cdon	uberon_0002103:107.644394087
pkp4	uberon_0002103:4.35656057818
ap2a1	uberon_0002103:1.02012456386
hlb290	uberon_0002103:1.31429841129
pkp1	uberon_0002103:0.413065214976
ai848285	uberon_0002103:0.0375513831796
b2b243.1clo	uberon_0002103:0.112654149539
kctd19	uberon_0002103:3.8677924675
podnl1	uberon_0002103:11.3901915238
tfam	uberon_0002103:34.167068079
tmem125	uberon_0002103:0.112654149539
mlf1	uberon_0002103:0.0751027663593
tmem127	uberon_0002103:0.150205532719
jmjd6	uberon_0002103:22.6563930216
nsrp1	uberon_0002103:0.375513831796
tmem123	uberon_0002103:0.0751027663593
ccdc77	uberon_0002103:0.0375513831796
tmem129	uberon_0002103:0.0375513831796
tmem128	uberon_0002103:0.0751027663593
hhipl1	uberon_0002103:0.0375513831796
skl2	uberon_0002103:3.34207310299
rab13	uberon_0002103:1.87756915898
degs1	uberon_0002103:11.4135725501
olfr525	uberon_0002103:0.375513831796
twistnb	uberon_0002103:5.27492163316
nfkbib	uberon_0002103:11.9908831448
bcl9l	uberon_0002103:0.155379203611
olfr524	uberon_0002103:0.375513831796
sh2d1b1	uberon_0002103:1.95267192534
tg(myh6-ngfb)4fed	uberon_0002103:0.0751027663593
sh2d1b2	uberon_0002103:1.72736362626
in(2itga6-evx2)44ddu	uberon_0002103:98.6709155919
tep1	uberon_0002103:0.0461707211342
4933408b17rik	uberon_0002103:0.0375513831796
skl6	uberon_0002103:3.34207310299
ptpmt1	uberon_0002103:0.112654149539
slc38a2	uberon_0002103:0.300411065437
tigit	uberon_0002103:0.413065214976
lrrc19	uberon_0002103:11.3901915238
rab12	uberon_0002103:0.638373514054
sumo1	uberon_0002103:0.0809005180172
atp2b4	uberon_0002103:4.38970497572
zfp119a	uberon_0002103:0.638373514054
tg(myh6-gnaq)40gwd	uberon_0002103:0.0375513831796
skl4	uberon_0002103:3.34207310299
tg(lana,vflip,vcyc)801dtmr	uberon_0002103:0.675924897234
sumo3	uberon_0002103:2.97871210094
tg(tg-tpr/ntrk1)5215rstn	uberon_0002103:0.150205532719
lonp2	uberon_0002103:0.300411065437
lonp1	uberon_0002103:0.637121216054
motr1	uberon_0002103:2.2155316076
gpi1	uberon_0002103:0.66920152645
pcyox1l	uberon_0002103:11.6718395523
slc38a9	uberon_0002103:0.300411065437
tceb1	uberon_0002103:2.26687816391
rab15	uberon_0002103:4.38970497572
cntnap1	uberon_0002103:32.6759967394
tmgc66	uberon_0002103:3.45472725253
tmgc65	uberon_0002103:3.45472725253
cntnap2	uberon_0002103:4.90515361648
tmgc63	uberon_0002103:3.45472725253
tnnc1	uberon_0002103:1.12895682661
helz2	uberon_0002103:0.0865914087565
gm11541	uberon_0002103:0.0375513831796
dpysl2	uberon_0002103:1.6522608599
2610005l07rik	uberon_0002103:0.0375513831796
ufsp1	uberon_0002103:0.0751027663593
havcr1	uberon_0002103:11.3901915238
havcr2	uberon_0002103:3.1583198039
ufsp2	uberon_0002103:0.225308299078
thumpd1	uberon_0002103:0.938784579491
rgsc524	uberon_0002103:3.45472725253
tg(cd2-ppp2ca)#gct	uberon_0002103:0.112654149539
thumpd2	uberon_0002103:1.53960671037
tepp	uberon_0002103:0.0375513831796
olfr125	uberon_0002103:19.3765137207
oe	uberon_0002103:0.0375513831796
rab14	uberon_0002103:0.091576947656
5430435g22rik	uberon_0002103:1.08899011221
rgcc	uberon_0002103:2.66367121821
slc26a10	uberon_0002103:0.0751027663593
slc26a11	uberon_0002103:0.0751027663593
gm10604	uberon_0002103:0.0375513831796
polr3c	uberon_0002103:2.30212510113
itgbl1	uberon_0002103:39.6805002527
4931440f15rik	uberon_0002103:0.187756915898
igsf8	uberon_0002103:0.112654149539
igsf9	uberon_0002103:0.300411065437
pipox	uberon_0002103:0.0284281584317
igsf5	uberon_0002103:0.713476280413
abca8b	uberon_0002103:0.150205532719
igsf1	uberon_0002103:6.9893799878
prss45	uberon_0002103:0.0375513831796
dbf4	uberon_0002103:0.234015930557
tmem181a	uberon_0002103:0.0751027663593
tg(ttr-klf6)1fdmn	uberon_0002103:0.525719364515
bud31	uberon_0002103:7.90294234136
gart	uberon_0002103:0.426245585245
npsr1	uberon_0002103:0.886166932058
gars	uberon_0002103:0.211209939135
ppp1r11	uberon_0002103:0.413065214976
prss43	uberon_0002103:0.0375513831796
ctsj	uberon_0002103:0.115064570666
cyp24a1	uberon_0002103:14.0551696754
mybl2	uberon_0002103:0.191614661305
lrrc15	uberon_0002103:0.00399168008288
vps33a	uberon_0002103:0.913408009078
smok2b	uberon_0002103:0.262859682258
cnot9	uberon_0002103:0.189123235117
cnot8	uberon_0002103:1.38940117765
olfr481	uberon_0002103:0.375513831796
ubl4b	uberon_0002103:0.179962629747
cdc25b	uberon_0002103:0.218271410148
cnot3	uberon_0002103:0.109135705074
cnot2	uberon_0002103:1.05143872903
cnot1	uberon_0002103:1.35184979447
dad1	uberon_0002103:0.0142140792158
10090.ensmusp00000136546	uberon_0002103:0.0231308629172
maged2	uberon_0002103:10.5688602608
cnot4	uberon_0002103:1.20048963192
ifng	uberon_0002103:151.055691214
gm1123	uberon_0002103:0.0375513831796
grk5	uberon_0002103:2.14657269912
afw19	uberon_0002103:1.87756915898
lyve1	uberon_0002103:0.675924897234
ptges2	uberon_0002103:0.938784579491
olfr203	uberon_0002103:0.375513831796
olfr201	uberon_0002103:19.3765137207
olfr206	uberon_0002103:0.375513831796
olfr207	uberon_0002103:0.375513831796
grk3	uberon_0002103:36.9538099638
pate2	uberon_0002103:0.0375513831796
jup	uberon_0002103:117.514095856
rgsc834	uberon_0002103:0.413065214976
mmp17	uberon_0002103:2.66367121821
trib1	uberon_0002103:0.0524639308737
trib2	uberon_0002103:1.43761031614
trib3	uberon_0002103:1.39383063663
vmn1r67	uberon_0002103:0.112654149539
vmn1r65	uberon_0002103:0.0375513831796
gar1	uberon_0002103:1.80246639262
ccdc134	uberon_0002103:1.05143872903
otub2	uberon_0002103:0.0375513831796
ccdc130	uberon_0002103:0.938784579491
tbc1d30	uberon_0002103:0.225308299078
ccdc132	uberon_0002103:0.187756915898
maml1	uberon_0002103:1.07328634956
rftn1	uberon_0002103:0.0751027663593
